USPS,GEOID,ANSICODE,NAME,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,ALBERS_X,ALBERS_Y
AL,01001,00161526,Autauga County,54571,22135,1539582278,25775735,     594.436,       9.952,  862362.4227,-8817519
AL,01003,00161527,Baldwin County,182265,104061,4117521611,1133190229,    1589.784,     437.527,  778091.2998,-9035737
AL,01005,00161528,Barbour County,27457,11829,2291818968,50864716,     884.876,      19.639,  985442.2865,-8879478
AL,01007,00161529,Bibb County,22915,8981,1612480789,9289057,     622.582,       3.587,  812623.7655,-8768375
AL,01009,00161530,Blount County,57322,23887,1669961855,15157440,     644.776,       5.852,  853697.1278,-8656291
AL,01011,00161531,Bullock County,10914,4493,1613056905,6056528,     622.805,       2.338,  953542.8433,-8856992
AL,01013,00161532,Butler County,20947,9964,2011976894,2726814,     776.829,       1.053,  867386.9174,-8905142
AL,01015,00161533,Calhoun County,118572,53289,1569189995,16624267,     605.868,       6.419,  923939.9740,-8672253
AL,01017,00161534,Chambers County,34215,17004,1545009282,17048142,     596.531,       6.582,  973785.6880,-8762970
AL,01019,00161535,Cherokee County,25989,16267,1434075952,119858898,     553.700,      46.278,  935699.2547,-8637436
AL,01021,00161536,Chilton County,43643,19278,1794483586,20586383,     692.854,       7.948,  851313.9717,-8782895
AL,01023,00161537,Choctaw County,13859,7269,2365954748,19059251,     913.500,       7.359,  718309.8808,-8891582
AL,01025,00161538,Clarke County,25833,12638,3207609488,36542656,    1238.465,      14.109,  761456.2805,-8922238
AL,01027,00161539,Clay County,13932,6776,1564252280,5284628,     603.961,       2.040,  926286.3579,-8728745
AL,01029,00161540,Cleburne County,14972,6718,1450652767,2365681,     560.100,       0.913,  953112.0409,-8680332
AL,01031,00161541,Coffee County,49948,22330,1758528786,3944730,     678.972,       1.523,  936338.2088,-8937391
AL,01033,00161542,Colbert County,54428,25758,1534877333,76430813,     592.619,      29.510,  734289.4891,-8585612
AL,01035,00161543,Conecuh County,13228,7093,2201894769,6644940,     850.156,       2.566,  841714.1795,-8943871
AL,01037,00161544,Coosa County,11539,6478,1685891075,39946646,     650.926,      15.423,  895070.7069,-8769841
AL,01039,00161545,Covington County,37765,18829,2668869505,34526309,    1030.456,      13.331,  894871.2785,-8959381
AL,01041,00161546,Crenshaw County,13906,6735,1576888006,5376392,     608.840,       2.076,  901580.2120,-8903860
AL,01043,00161547,Cullman County,80406,37054,1903228333,52266921,     734.841,      20.180,  824541.7259,-8641730
AL,01045,00161548,Dale County,50251,22677,1453371157,4016457,     561.150,       1.551,  971694.2031,-8930419
AL,01047,00161549,Dallas County,43820,20208,2534807386,39134826,     978.695,      15.110,  820856.8607,-8844257
AL,01049,00161550,DeKalb County,71109,31109,2012662359,4123588,     777.093,       1.592,  917433.4364,-8595282
AL,01051,00161551,Elmore County,79303,32657,1601867593,99862541,     618.485,      38.557,  908201.3900,-8806075
AL,01053,00161552,Escambia County,38319,16486,2447746932,20873208,     945.080,       8.059,  828254.9465,-8979481
AL,01055,00161553,Etowah County,104430,47454,1385618994,35322991,     534.991,      13.638,  901396.0234,-8643547
AL,01057,00161554,Fayette County,17241,8437,1625631609,4392821,     627.660,       1.696,  748079.9801,-8693626
AL,01059,00161555,Franklin County,31704,14022,1641587713,32897905,     633.821,      12.702,  733035.1795,-8615098
AL,01061,00161556,Geneva County,26790,12687,1487710425,11765293,     574.408,       4.543,  955518.4290,-8970296
AL,01063,00161557,Greene County,9045,5007,1676007032,33231212,     647.110,      12.831,  736971.3018,-8794301
AL,01065,00161558,Hale County,15760,7655,1667803914,32525967,     643.943,      12.558,  769425.1232,-8801819
AL,01067,00161559,Henry County,17302,8891,1454926258,16986789,     561.750,       6.559, 1005326.3503,-8916998
AL,01069,00161560,Houston County,101547,45319,1501737720,4739984,     579.824,       1.830, 1004494.5737,-8957386
AL,01071,00161561,Jackson County,53227,24786,2791664869,126657194,    1077.868,      48.903,  898210.9201,-8563204
AL,01073,00161562,Jefferson County,658466,300552,2878192209,32474487,    1111.276,      12.538,  828198.5545,-8706474
AL,01075,00161563,Lamar County,14564,7354,1566544654,1600679,     604.846,       0.618,  716893.0613,-8690090
AL,01077,00161564,Lauderdale County,92709,43791,1729327931,138027479,     667.697,      53.293,  745923.9664,-8561986
AL,01079,00161565,Lawrence County,34339,15229,1788846568,68688464,     690.678,      26.521,  779356.7417,-8601151
AL,01081,00161566,Lee County,140247,62391,1573510728,21530362,     607.536,       8.313,  981251.6446,-8797466
AL,01083,00161567,Limestone County,82782,34977,1450228326,122381869,     559.936,      47.252,  807213.1394,-8566999
AL,01085,00161568,Lowndes County,11299,5140,1854199648,23723525,     715.911,       9.160,  866021.4193,-8860798
AL,01087,00161569,Macon County,21452,10259,1577005015,11194263,     608.885,       4.322,  952393.0081,-8825046
AL,01089,00161570,Madison County,334811,146447,2076116529,28771340,     801.593,      11.109,  846499.7498,-8568389
AL,01091,00161572,Marengo County,21027,10237,2530112461,14994547,     976.882,       5.789,  758682.9138,-8859450
AL,01093,00161573,Marion County,30776,14737,1922526826,3313145,     742.292,       1.279,  732396.3823,-8649319
AL,01095,00161574,Marshall County,93019,40342,1465522757,148503356,     565.842,      57.337,  872312.6271,-8617030
AL,01097,00161575,Mobile County,412992,178196,3184223082,1073750500,    1229.435,     414.577,  735024.7251,-9036506
AL,01099,00161576,Monroe County,23068,11333,2656485275,22643193,    1025.675,       8.743,  803369.8660,-8930355
AL,01101,00161577,Montgomery County,229363,101641,2031190777,40571253,     784.247,      15.665,  907026.7774,-8850430
AL,01103,00161578,Morgan County,119490,51193,1500476319,51064861,     579.337,      19.716,  823178.4059,-8605546
AL,01105,00161579,Perry County,10591,4737,1863920409,10918516,     719.664,       4.216,  801062.5101,-8811776
AL,01107,00161580,Pickens County,19746,9483,2282837059,22578169,     881.408,       8.717,  720537.4651,-8744875
AL,01109,00161581,Pike County,32899,15267,1740715643,2362806,     672.094,       0.912,  936141.6265,-8892892
AL,01111,00161582,Randolph County,22913,11982,1503616599,9285288,     580.550,       3.585,  962476.6740,-8721600
AL,01113,00161583,Russell County,52947,24595,1660545751,15673340,     641.140,       6.052, 1000577.6636,-8830650
AL,01115,00164997,St. Clair County,83593,35541,1636619393,56300062,     631.902,      21.738,  879593.3203,-8683477
AL,01117,00161584,Shelby County,195085,80970,2032960300,63700594,     784.930,      24.595,  851360.2040,-8736919
AL,01119,00161585,Sumter County,13763,6786,2341057426,24436353,     903.887,       9.435,  717384.3747,-8823642
AL,01121,00161586,Talladega County,82291,37088,1908239516,60944144,     736.775,      23.531,  896305.0193,-8720456
AL,01123,00161587,Tallapoosa County,41616,22111,1855780057,128808796,     716.521,      49.733,  936831.6384,-8773138
AL,01125,00161588,Tuscaloosa County,194656,84872,3423328940,76395592,    1321.755,      29.497,  773404.0688,-8741101
AL,01127,00161589,Walker County,67023,30816,2049177420,36263761,     791.192,      14.002,  788719.3504,-8683361
AL,01129,00161590,Washington County,17581,8407,2797722307,21650857,    1080.207,       8.359,  727972.7490,-8956234
AL,01131,00161591,Wilcox County,11670,5649,2301200113,48985152,     888.498,      18.913,  806844.2853,-8884061
AL,01133,00161592,Winston County,24484,13469,1587607882,48922827,     612.979,      18.889,  779293.1995,-8643232
AZ,04001,00025441,Apache County,71518,32514,29001443825,54175788,   11197.521,      20.917,-1216417.9019,-8453315
AZ,04003,00025442,Cochise County,131346,59041,15969063883,137025224,    6165.690,      52.906,-1296519.7425,-8838159
AZ,04005,00025443,Coconino County,134421,63321,48222689085,109964090,   18618.885,      42.457,-1410560.1881,-8372599
AZ,04007,00040471,Gila County,53597,32698,12322988718,97111978,    4757.933,      37.495,-1361473.3195,-8612377
AZ,04009,00025444,Graham County,37220,12980,11972471194,47833765,    4622.597,      18.469,-1290876.5148,-8720329
AZ,04011,00042807,Greenlee County,8437,4372,4773673819,13745365,    1843.126,       5.307,-1227691.5483,-8694748
AZ,04012,00043540,La Paz County,20489,16049,11653984341,36581791,    4499.629,      14.124,-1654356.6693,-8568016
AZ,04013,00037026,Maricopa County,3817117,1639279,23828260196,62795719,    9200.143,      24.246,-1522431.0990,-8635771
AZ,04015,00025445,Mohave County,200186,110911,34475546921,387371395,   13311.084,     149.565,-1586654.3921,-8353811
AZ,04017,00042808,Navajo County,107449,56938,25771473007,24078377,    9950.422,       9.297,-1289853.6014,-8441845
AZ,04019,00025446,Pima County,980263,440909,23794311939,5337525,    9187.036,       2.061,-1480301.3045,-8781319
AZ,04021,00025447,Pinal County,375770,159222,13896869603,22331525,    5365.612,       8.622,-1427558.7140,-8700463
AZ,04023,00040472,Santa Cruz County,47420,18010,3203598541,3088171,    1236.916,       1.192,-1404110.9118,-8861948
AZ,04025,00042809,Yavapai County,211033,110432,21039764981,11501683,    8123.499,       4.441,-1504455.3058,-8492925
AZ,04027,00023901,Yuma County,195751,87850,14281174361,13253868,    5513.992,       5.117,-1662923.1764,-8675075
AR,05001,00063755,Arkansas County,19019,9436,2560902522,116495598,     988.770,      44.979,  413106.4875,-8653456
AR,05003,00063756,Ashley County,21853,10137,2396641905,39310651,     925.349,      15.178,  382430.0443,-8778045
AR,05005,00069895,Baxter County,41513,22580,1435587546,83997217,     554.283,      32.432,  317827.5916,-8433985
AR,05007,00069896,Benton County,221339,93084,2194644508,94662461,     847.357,      36.549,  146775.1803,-8432283
AR,05009,00069897,Boone County,36903,16827,1528692190,30044428,     590.231,      11.600,  251295.4605,-8433580
AR,05011,00063757,Bradley County,11508,5860,1681500473,9546870,     649.231,       3.686,  344659.6031,-8749026
AR,05013,00063758,Calhoun County,5368,2897,1628017155,9926138,     628.581,       3.833,  312446.7386,-8739407
AR,05015,00066975,Carroll County,27446,13559,1631917381,22566276,     630.087,       8.713,  210163.2823,-8430947
AR,05017,00069160,Chicot County,11800,5421,1668740125,120391665,     644.304,      46.483,  425890.8624,-8767493
AR,05019,00066845,Clark County,22995,10385,2243121932,43395997,     866.074,      16.755,  249949.8146,-8686190
AR,05021,00063759,Clay County,16083,8031,1656206452,5105957,     639.465,       1.971,  486834.2064,-8416183
AR,05023,00066983,Cleburne County,25970,15826,1434055831,99015207,     553.692,      38.230,  345073.7843,-8513153
AR,05025,00063760,Cleveland County,8689,4064,1548252069,2500394,     597.783,       0.965,  340885.3667,-8701048
AR,05027,00063761,Columbia County,24552,11596,1984066985,1813507,     766.053,       0.700,  247966.6684,-8780158
AR,05029,00066846,Conway County,21273,9720,1430319825,37342580,     552.250,      14.418,  289844.5041,-8548952
AR,05031,00066847,Craighead County,96443,40515,1831656075,14162379,     707.206,       5.468,  471445.2274,-8477650
AR,05033,00069161,Crawford County,61948,26115,1536106675,28873990,     593.094,      11.148,  150038.2404,-8516943
AR,05035,00069162,Crittenden County,50902,21489,1579271661,68938875,     609.760,      26.617,  503615.5191,-8545074
AR,05037,00066848,Cross County,17870,7853,1596418434,15348594,     616.381,       5.926,  461900.8597,-8538513
AR,05039,00066849,Dallas County,8116,4305,1728522942,1864048,     667.386,       0.720,  297999.1762,-8694258
AR,05041,00066850,Desha County,13008,6261,1989504302,133058424,     768.152,      51.374,  427669.0108,-8704443
AR,05043,00066851,Drew County,18509,8408,2145431293,18920696,     828.356,       7.305,  385045.9761,-8733508
AR,05045,00066852,Faulkner County,113237,46612,1678012685,41927331,     647.884,      16.188,  323141.6031,-8561154
AR,05047,00066853,Franklin County,18125,8021,1576932379,27933924,     608.857,      10.785,  181449.0235,-8524688
AR,05049,00066854,Fulton County,12245,6778,1601114128,5527461,     618.194,       2.134,  362689.3922,-8420633
AR,05051,00066855,Garland County,96024,50548,1755444878,147213948,     677.781,      56.840,  250914.3314,-8627237
AR,05053,00066856,Grant County,17853,7758,1636376859,2904466,     631.809,       1.121,  317723.2747,-8657652
AR,05055,00066857,Greene County,42090,17892,1496233476,4826525,     577.699,       1.864,  475418.3645,-8444646
AR,05057,00066858,Hempstead County,22609,10419,1884267810,35372390,     727.520,      13.657,  206059.9033,-8723726
AR,05059,00066859,Hot Spring County,32923,14332,1593367055,18052939,     615.202,       6.970,  270241.5533,-8656224
AR,05061,00066872,Howard County,13789,6238,1524346632,17509479,     588.554,       6.760,  175409.5881,-8684668
AR,05063,00069163,Independence County,36647,16187,1978628920,19593957,     763.953,       7.565,  388978.1984,-8492030
AR,05065,00066860,Izard County,13696,7232,1503686209,8913023,     580.577,       3.441,  355688.4268,-8453349
AR,05067,00066861,Jackson County,17997,7601,1641892684,19587909,     633.938,       7.563,  419844.4653,-8506387
AR,05069,00066862,Jefferson County,77435,33006,2255220650,111447666,     870.746,      43.030,  362701.2742,-8657047
AR,05071,00066863,Johnson County,25540,11311,1708883157,59415544,     659.804,      22.940,  219052.1289,-8516534
AR,05073,00066864,Lafayette County,7645,4353,1368208312,43539379,     528.268,      16.811,  212352.8630,-8778226
AR,05075,00066865,Lawrence County,17415,8000,1521913098,12244885,     587.614,       4.728,  428242.5796,-8456027
AR,05077,00066866,Lee County,10424,4356,1560780566,43722296,     602.621,      16.881,  464511.7356,-8595821
AR,05079,00066873,Lincoln County,14134,4860,1454321132,27631033,     561.517,      10.668,  382775.3399,-8692078
AR,05081,00066874,Little River County,13171,6460,1378529805,84207522,     532.253,      32.513,  154349.8031,-8728056
AR,05083,00082850,Logan County,22353,10108,1834034439,60696140,     708.125,      23.435,  197186.6786,-8556882
AR,05085,00069164,Lonoke County,68356,27239,1996176993,83170220,     770.728,      32.112,  363771.3443,-8603438
AR,05087,00069165,Madison County,15717,7481,2160711386,7316240,     834.255,       2.825,  194823.3994,-8467828
AR,05089,00069898,Marion County,16653,9354,1546245256,112174577,     597.009,      43.311,  286984.9892,-8436669
AR,05091,00069166,Miller County,43462,19281,1620239736,31263840,     625.578,      12.071,  185426.4762,-8771576
AR,05093,00069899,Mississippi County,46480,20459,2332475973,49826380,     900.574,      19.238,  523434.2432,-8481493
AR,05095,00069167,Monroe County,8149,4455,1572439014,36715157,     607.122,      14.176,  426714.3325,-8609033
AR,05097,00069168,Montgomery County,9487,5763,2019879948,52859758,     779.880,      20.409,  204048.9524,-8632197
AR,05099,00069169,Nevada County,8997,4563,1600189595,7257804,     617.837,       2.802,  239359.2123,-8729813
AR,05101,00069900,Newton County,8330,4664,2126110054,5931821,     820.896,       2.290,  240492.6660,-8478159
AR,05103,00069170,Ouachita County,26120,13121,1897899921,18050486,     732.783,       6.969,  278814.9379,-8737106
AR,05105,00069171,Perry County,10445,4907,1428125735,23648787,     551.402,       9.131,  269593.5380,-8585448
AR,05107,00069172,Phillips County,21757,10126,1801758335,82056090,     695.663,      31.682,  460374.4240,-8635775
AR,05109,00069173,Pike County,11291,5580,1555592368,34995957,     600.618,      13.512,  205576.1204,-8675599
AR,05111,00069174,Poinsett County,24583,10923,1964217602,13522889,     758.389,       5.221,  468568.9250,-8506947
AR,05113,00069175,Polk County,20662,10002,2221377955,12387478,     857.679,       4.783,  152680.9684,-8639395
AR,05115,00069901,Pope County,61754,25551,2104490517,47206953,     812.548,      18.227,  258410.6389,-8528682
AR,05117,00069176,Prairie County,8715,4503,1678203880,71628651,     647.958,      27.656,  393893.1676,-8593905
AR,05119,00069177,Pulaski County,382748,175555,1967777404,124061704,     759.763,      47.900,  325453.3492,-8602855
AR,05121,00069178,Randolph County,17969,8513,1689166005,9968447,     652.191,       3.849,  432981.7255,-8422048
AR,05123,00083331,St. Francis County,28258,10903,1644048592,20050191,     634.771,       7.741,  466435.7261,-8569361
AR,05125,00067102,Saline County,107118,44811,1874124567,17835823,     723.604,       6.886,  293530.3342,-8618078
AR,05127,00069179,Scott County,11233,5193,2311098364,14901123,     892.320,       5.753,  167081.4905,-8597868
AR,05129,00069180,Searcy County,8195,4900,1725176918,6256956,     666.095,       2.416,  286495.2892,-8476775
AR,05131,00069181,Sebastian County,125744,54651,1377643728,36905742,     531.911,      14.249,  147309.6211,-8560305
AR,05133,00069182,Sevier County,17058,6887,1463670417,41830997,     565.126,      16.151,  152528.7913,-8695025
AR,05135,00069183,Sharp County,17264,9822,1565489388,5172578,     604.439,       1.997,  394634.6982,-8442798
AR,05137,00069902,Stone County,12394,6712,1570581314,7838986,     606.405,       3.027,  336567.9401,-8480850
AR,05139,00069903,Union County,41639,19653,2691552718,41401571,    1039.214,      15.985,  306228.2276,-8783566
AR,05141,00069904,Van Buren County,17295,10345,1834082139,41805938,     708.143,      16.141,  304158.5123,-8512841
AR,05143,00069905,Washington County,203065,87808,2439681852,27046999,     941.966,      10.443,  150858.5900,-8473365
AR,05145,00069906,White County,77076,32488,2680832626,18311035,    1035.075,       7.070,  374082.1001,-8546913
AR,05147,00069907,Woodruff County,7260,3893,1519780744,18707994,     586.791,       7.223,  420186.9790,-8552144
AR,05149,00069908,Yell County,22185,9752,2408647209,48880316,     929.984,      18.873,  225950.6502,-8580947
CA,06001,01675839,Alameda County,1510271,582549,1914046110,213184643,     739.017,      82.311,-2238911.1840,-7978261
CA,06003,01675840,Alpine County,1175,1760,1912271907,12557251,     738.332,       4.848,-2033815.1634,-7920646
CA,06005,01675841,Amador County,38091,18032,1539962991,29456575,     594.583,      11.373,-2110003.8527,-7920918
CA,06007,01675842,Butte County,220000,95835,4238423238,105325758,    1636.464,      40.667,-2152263.4691,-7767228
CA,06009,01675885,Calaveras County,45578,27925,2641819725,43810420,    1020.012,      16.915,-2109135.5009,-7950858
CA,06011,01675902,Colusa County,21419,7883,2980379369,14581020,    1150.731,       5.630,-2219148.4123,-7805373
CA,06013,01675903,Contra Costa County,1049025,400263,1854268836,227485306,     715.937,      87.833,-2233875.2154,-7948022
CA,06015,01682074,Del Norte County,28610,11186,2606493856,578525663,    1006.373,     223.370,-2277970.5086,-7487343
CA,06017,00277273,El Dorado County,181058,88159,4423396606,203243236,    1707.883,      78.473,-2090209.3974,-7886448
CA,06019,00277274,Fresno County,930450,315531,15431126407,137815999,    5957.991,      53.211,-2073353.9739,-8125709
CA,06021,00277275,Glenn County,28122,10778,3403106702,33750196,    1313.947,      13.031,-2219505.0542,-7755685
CA,06023,01681908,Humboldt County,134623,61559,9241044673,1254256396,    3567.987,     484.271,-2307595.0711,-7600558
CA,06025,00277277,Imperial County,174528,56067,10817352524,790247942,    4176.603,     305.116,-1788505.1876,-8619564
CA,06027,01804637,Inyo County,18546,9478,26368354217,119208057,   10180.879,      46.026,-1885344.1103,-8194306
CA,06029,02054176,Kern County,839631,284367,21061565098,79577235,    8131.916,      30.725,-2031875.2086,-8299690
CA,06031,00277280,Kings County,152982,43867,3598582308,5468555,    1389.420,       2.111,-2106308.3907,-8197050
CA,06033,00277281,Lake County,64665,35492,3254227528,188962335,    1256.464,      72.959,-2263527.6625,-7802314
CA,06035,01693324,Lassen County,34895,12710,11761612172,463440721,    4541.184,     178.935,-2042275.3158,-7674432
CA,06037,00277283,Los Angeles County,9818605,3445076,10509869649,1795012906,    4057.884,     693.058,-2021064.0448,-8435004
CA,06039,00277284,Madera County,150865,49140,5534982985,41957504,    2137.069,      16.200,-2068947.6553,-8074800
CA,06041,00277285,Marin County,252409,111214,1347585521,797420433,     520.306,     307.886,-2296090.5525,-7914801
CA,06043,00277286,Mariposa County,18251,10188,3752416976,36271400,    1448.816,      14.004,-2072693.7494,-8032100
CA,06045,00277287,Mendocino County,87841,40323,9081386386,962952644,    3506.343,     371.798,-2309787.6178,-7749209
CA,06047,00277288,Merced County,255793,83698,5011554741,112760487,    1934.972,      43.537,-2151940.0480,-8054850
CA,06049,00277289,Modoc County,9686,5192,10146977156,739774453,    3917.770,     285.629,-2024194.3988,-7578107
CA,06051,00277290,Mono County,14202,13912,7896827391,214695487,    3048.982,      82.894,-1975585.8420,-8016550
CA,06053,00277291,Monterey County,415057,139048,8496702738,1270714482,    3280.595,     490.626,-2230442.9058,-8144642
CA,06055,00277292,Napa County,136484,54759,1938247338,104169342,     748.362,      40.220,-2247060.4582,-7875683
CA,06057,01682927,Nevada County,98764,52590,2480616988,41514942,     957.772,      16.029,-2095240.5564,-7825895
CA,06059,00277294,Orange County,3010232,1048907,2047561084,407916814,     790.568,     157.498,-1991328.3696,-8501997
CA,06061,00277295,Placer County,348432,152648,3644136017,247205361,    1407.009,      95.447,-2097819.1649,-7852300
CA,06063,00277296,Plumas County,20007,15566,6612350713,156395470,    2553.043,      60.385,-2079494.0529,-7748780
CA,06065,00277297,Riverside County,2189641,800707,18664696661,251073334,    7206.480,      96.940,-1830940.6162,-8531772
CA,06067,00277298,Sacramento County,1418788,555932,2498415670,76077248,     964.644,      29.374,-2166976.4018,-7904769
CA,06069,00277299,San Benito County,55269,17870,3596742302,4555039,    1388.710,       1.759,-2199812.8045,-8109874
CA,06071,00277300,San Bernardino County,2035210,699637,51947229509,124028343,   20056.938,      47.888,-1820258.5139,-8404825
CA,06073,00277301,San Diego County,3095313,1164786,10895120648,826347909,    4206.630,     319.055,-1917566.2547,-8593747
CA,06075,00277302,San Francisco County,805235,376942,121399963,479190317,      46.873,     185.016,-2330177.8837,-7942822
CA,06077,00277303,San Joaquin County,685306,233755,3603505998,91108644,    1391.322,      35.177,-2176551.0809,-7962100
CA,06079,00277304,San Luis Obispo County,269637,117315,8543248461,820974646,    3298.567,     316.980,-2180457.1418,-8257421
CA,06081,00277305,San Mateo County,718451,271031,1161371825,757704380,     448.408,     292.551,-2284554.0014,-7992574
CA,06083,00277306,Santa Barbara County,423895,152834,7083838022,2729829365,    2735.085,    1053.993,-2168776.9078,-8358761
CA,06085,00277307,Santa Clara County,1781642,631920,3341343470,36174996,    1290.100,      13.967,-2233067.5740,-8029710
CA,06087,00277308,Santa Cruz County,262382,104476,1152986019,419568865,     445.170,     161.996,-2266142.3669,-8044737
CA,06089,01682610,Shasta County,177223,77313,9778246966,186530888,    3775.402,      72.020,-2154989.2951,-7638953
CA,06091,00277310,Sierra County,3240,2328,2468813797,23299108,     953.214,       8.996,-2066430.7096,-7800841
CA,06093,00277311,Siskiyou County,44900,23910,16259652221,179889482,    6277.887,      69.456,-2168678.0754,-7538605
CA,06095,00277312,Solano County,413344,152698,2128361199,218665937,     821.765,      84.427,-2222315.3516,-7910711
CA,06097,01657246,Sonoma County,483878,204572,4081430136,497530353,    1575.849,     192.098,-2297526.9107,-7858158
CA,06099,00277314,Stanislaus County,514453,179503,3871582888,51437339,    1494.827,      19.860,-2164877.9012,-8008636
CA,06101,00277315,Sutter County,94737,33858,1560235601,15747004,     602.410,       6.080,-2179480.8018,-7833147
CA,06103,01692767,Tehama County,63463,26987,7639709781,32276063,    2949.709,      12.462,-2189610.0892,-7703108
CA,06105,00277317,Trinity County,13786,8681,8234229734,73407861,    3179.254,      28.343,-2244490.2501,-7626324
CA,06107,00277318,Tulare County,442179,141696,12494658169,37391616,    4824.215,      14.437,-2012697.1872,-8202281
CA,06109,00277319,Tuolumne County,55365,31244,5752062580,138683578,    2220.884,      53.546,-2064383.0144,-7981895
CA,06111,00277320,Ventura County,823318,281695,4773691889,945991626,    1843.133,     365.249,-2093901.8652,-8398469
CA,06113,00277321,Yolo County,200849,75054,2628032408,22969178,    1014.689,       8.868,-2206788.6173,-7867016
CA,06115,00277322,Yuba County,72155,27635,1636454192,30998568,     631.839,      11.969,-2142951.9655,-7815894
CO,08001,00198116,Adams County,441603,163136,3024207713,42070226,    1167.653,      16.243, -711157.6806,-8004993
CO,08003,00198117,Alamosa County,15445,6554,1871636898,1807726,     722.643,       0.698, -860570.8118,-8250641
CO,08005,00198118,Arapahoe County,572003,238301,2067070049,19003734,     798.100,       7.337, -713427.0720,-8030671
CO,08007,00198119,Archuleta County,12084,8762,3496937899,13827529,    1350.175,       5.339, -974922.5601,-8279298
CO,08009,00198120,Baca County,3788,2248,6617333541,6142194,    2554.967,       2.372, -579843.0927,-8304971
CO,08011,00198121,Bent County,6499,2242,3918292377,73093771,    1512.861,      28.222, -621886.0135,-8231130
CO,08013,00198122,Boulder County,294567,127071,1881080439,36469028,     726.289,      14.081, -798471.2887,-7971889
CO,08014,01945881,Broomfield County,55889,22646,85557538,1466175,      33.034,       0.566, -770947.5946,-7990543
CO,08015,00198123,Chaffee County,17809,10020,2624702242,4013482,    1013.403,       1.550, -892119.9295,-8115159
CO,08017,00198124,Cheyenne County,1836,975,4605713068,8166204,    1778.276,       3.153, -573775.6683,-8132927
CO,08019,00198125,Clear Creek County,9088,5685,1023632674,3280082,     395.227,       1.266, -825980.6189,-8014825
CO,08021,00198126,Conejos County,8256,4286,3334326097,9235297,    1287.391,       3.566, -898578.2365,-8286687
CO,08023,00198127,Costilla County,3524,2613,3177789979,8828904,    1226.952,       3.409, -832657.2061,-8286333
CO,08025,00198128,Crowley County,5823,1559,2039411297,33430434,     787.421,      12.908, -679728.9466,-8182606
CO,08027,00198129,Custer County,4255,3956,1913031045,3364771,     738.625,       1.299, -818622.8690,-8194702
CO,08029,00198130,Delta County,30952,14572,2957896781,16960873,    1142.050,       6.549,-1022411.6361,-8085798
CO,08031,00198131,Denver County,600158,285797,396268588,4225359,     153.000,       1.631, -758553.5582,-8013320
CO,08033,00198132,Dolores County,2064,1468,2763650142,2716145,    1067.051,       1.049,-1095576.3165,-8202440
CO,08035,00198133,Douglas County,285465,106859,2176232357,6789381,     840.248,       2.621, -767024.9271,-8061608
CO,08037,00198134,Eagle County,52197,31312,4362911978,18806424,    1684.530,       7.261, -912873.8594,-8012032
CO,08039,00198136,Elbert County,23086,8939,4793671177,442165,    1850.847,       0.171, -698591.5769,-8069586
CO,08041,00198135,El Paso County,622263,252852,5508389808,7111582,    2126.801,       2.746, -738270.8116,-8120550
CO,08043,00198137,Fremont County,46824,19242,3970627343,2235395,    1533.068,       0.863, -818787.4052,-8154775
CO,08045,00198138,Garfield County,56389,23309,7634153703,21430621,    2947.563,       8.274,-1015815.8620,-8003171
CO,08047,00198139,Gilpin County,5441,3560,388229109,941918,     149.896,       0.364, -812071.7489,-7996880
CO,08049,00198140,Grand County,14843,16061,4781971576,60250184,    1846.330,      23.263, -856610.7789,-7962640
CO,08051,00198141,Gunnison County,15324,11412,8389228965,53172021,    3239.100,      20.530, -957981.6446,-8115400
CO,08053,00198142,Hinsdale County,843,1388,2893667726,15324669,    1117.251,       5.917, -995646.8740,-8207927
CO,08055,00198143,Huerfano County,6711,5075,4120672901,5792112,    1591.001,       2.236, -787377.0359,-8244483
CO,08057,00198144,Jackson County,1394,1286,4179523206,18749970,    1613.723,       7.239, -869530.7452,-7900283
CO,08059,00198145,Jefferson County,534543,229967,1979289991,25446228,     764.208,       9.825, -791250.1062,-8029938
CO,08061,00198146,Kiowa County,1398,805,4578495505,47033007,    1767.767,      18.160, -590360.8153,-8182052
CO,08063,00198147,Kit Carson County,8270,3527,5596502129,2251930,    2160.822,       0.869, -569929.9442,-8080308
CO,08065,00198149,Lake County,7310,4271,976194289,18124336,     376.911,       6.998, -889178.2807,-8062842
CO,08067,00198148,La Plata County,51334,25860,4382462547,19760255,    1692.078,       7.629,-1042411.4398,-8261455
CO,08069,00198150,Larimer County,299630,132722,6723613486,98295250,    2596.002,      37.952, -799086.2914,-7907757
CO,08071,00198151,Las Animas County,15507,8217,12361162110,6929979,    4772.672,       2.676, -711441.0765,-8292966
CO,08073,00198152,Lincoln County,5467,2420,6676021407,22780586,    2577.626,       8.796, -649596.6321,-8109387
CO,08075,00198153,Logan County,22709,8981,4761813494,16363561,    1838.547,       6.318, -599314.0977,-7918090
CO,08077,00198154,Mesa County,146723,62644,8622002815,31466745,    3328.974,      12.149,-1070855.6355,-8061661
CO,08079,00198155,Mineral County,712,1201,2267965576,5222183,     875.666,       2.016, -958759.2445,-8230422
CO,08081,00198156,Moffat County,13795,6196,12285064917,19741780,    4743.290,       7.622,-1026523.3390,-7891538
CO,08083,00198157,Montezuma County,25535,12094,5256450876,27516854,    2029.527,      10.624,-1107340.4146,-8247264
